Column1,Column4,Column5,Column6,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,Hi i'm trying to add a second line to my plan but I need to see what the monthly total would be for both,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Sure!,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,I can totally help you with that.,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,thank you,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,For this new line that you want to add,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,It will be a new device?,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,Correct,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,It would be a new device. Likely a pixel 9 or samsung s<systemically redacted> per month option),,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,this would also be for the starter unlimted service,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Perfect!,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,So what would that make the full montly bill?,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,"For adding a second line on the Starter Plan, the new line will be 60.99 And your current line will be $60.99",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,this is for the multiple line discount,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,"Oh okay awesome, so roughly <systemically redacted> per month?",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Correct!,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,"Thank you so much. My other question is, so I would need the phone asap is it possible that I'd be able to pick this up in store or would I have to wait for it to be delivered?",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,"For this deal that I can provide you for the S24 for $10.99 I can place the order for you, but only I can deliver it to your home, but today I will also give you the Super Express Priority shipping options completely Free.",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,When would that be delivered?,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,between 1-2 business days.,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,so tomorrow-Saturday or Saturday-Monday?,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Saturday-Monday,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Since this day is almost over.,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,"Maybe today in morning, You could have had the device earlier",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_CUSTOMER,I understand. Give me a few moments & I will have a decision,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Sure!,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Take your time Ill be here for you,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,And I can place the order for you in no time.,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,"Im still here for you, just refreshing the chat.",,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Just checking to see if you are there so we can continue.,,,
01J5C3KQ3WSWAC5GSRFJXQYD3P,SENDER_AGENT,Please let me know if you're receiving my responses otherwise our session will end.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you for contacting PSG. Please allow me a minute to review your request.,"Customer inquired about their monthly bill before taxes, requested to remove the Coming Up feature, and asked for a one-time courtesy credit to lower the bill. Agent provided the monthly charge before taxes, removed the Coming Up feature, suggested switching to a starter plan for savings, and offered a $30 courtesy credit. The customer's Coming Up feature was successfully removed, a $30 courtesy credit was applied to the bill, and the customer was satisfied with the resolution provided during the interaction.",,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Thank you! Before we get started, can I get your wireless number so I can send a {voice.cvv.digitsTranscribed:***}-Time PIN to authenticate your account?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Just checking to see if you are there so we can continue.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,<systemically redacted>,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,May I know which line you prefer receiving the {voice.cvv.digitsTranscribed:***} time pin pleasE?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,that line,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Let me know {voice.cvv.digitsTranscribed:****} you receive it and kindly enter the {voice.cvv.digitsTranscribed:*}-digit PIN here.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,{voice.cvv.digitsTranscribed:***} moment,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Take your time.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Have you received it?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,no,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,There was nothing,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Thank you, I will resend it.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,okay,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,<systemically redacted>,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,THank you,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Welcome,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Thank you, may I know your concern please?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,I want to know the monthly bill before taxes.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,I see that you have questions about your bill. I can help you with that. Let me pull your account real quick.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"While doing so, just a quick reminder... Here are some tips to avoid from being disconnected: Please don't use the back button or close this chat window and reply within 2 minutes so the system understands we're still chatting, okay?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,okay,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Understood,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Got it! Do you have your bill handy? May it be an online bill or a paper bill, please pull it up while I review your account.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,no im at work,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"No worries, I can check it for you.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Please allow me few moments to calculate it.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,SUre,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Welcome,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you for wiating.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Upon checking here, your monthly charge is $286.2 before taxes and fees.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,What is the plan?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Your plan currently is Premium Stark.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,How much is the total Coming Up charge?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,The Coming Up charge is $6.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Kindly remove Coming Up,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"To clarify, you want to remove the feature or waive the fee?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,LOL did I typed remove?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,That is correct.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Shall I proceed in removing both?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Yes,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Alright, allow me a few mometns to process it.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Sure,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"I am still here, processing. Please stay connect.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,okay,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Great news! I have successfully applied an adjustment of $6
 . It has been deducted from your running bill, expect to see it in the paper bill in next 1-2 billing cycles. After this chat you can logout and log back into your online account, or call *BAL (*225) from your device to see your updated balance.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"""Since we are removing a feature in the middle of the bill cycle, you will receive partial credits for the days you no longer have this.
 Rest assured that moving forward, so long as there's no additional account changes in the middle of the bill cycle, your bill should only be $280.2 before taxes and fees.
 PSG will send the service summary in about two days, also a video bill will be sent in 2-3 days from when the bill ready notification goes out to them.""",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,If I switch the plan to starter how much is the savings?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Upon checking here, you are now currently in starter.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,While I am removing the Coming Up feature. I'm showing we have some great customer incentives available right now. Let me take the opportunity to share these with you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"You can take advantage of your multiline discount From $60.99 per line to $45.99 per line by adding a new line on your account. This Can be for yourself, a friend or a family member who is not yet on your account.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"With this promotion, you can get a brand new iPhone 14 for just $10.99 monthly. That is a total savings of $9.29 from the original price of $20.28! This Can be for yourself, a friend or a family member who is not yet on your account. Let's go ahead and get this amazing deal!",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,"Before I let you go, Is there a one time courtesy credit to lower the bill?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,I have successfully applied the one-time courtesy credit.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,How much?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,$6 for the coming-up feature.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,I am asking for the credit not for Coming Up,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,A courtesy credit,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"I see, since you have me here, I can give you a one-time courtesy credit of $10. Shall I proceed?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Just only 10?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Let me check more options here.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,ok,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Thank you, I got an approval to give you a $30 courtesy credit. Shall I proceed?",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,That was perfect,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,I will make a 5 star for that,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you so much.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Please allow me a few moments to process it.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Sure,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Thank you.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Great news! I have successfully applied an adjustment of $30. It has been deducted from your running bill, expect to see it in the paper bill in next 1-2 billing cycles. After this chat you can logout and log back into your online account, or call *BAL (*225) from your device to see your updated balance.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,Please check it out to make sure you got it.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,May I have the chat ID?,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"Sure, one moment to type it.",,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,The chat ID for our conversation is {voice.truncateDigits89:********}.,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_CUSTOMER,Alright have a good day,,,
01J56NE6Y029H6N2KANZMN9YZE,SENDER_AGENT,"No worries, you can download this conversation later after our chat.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Hi Thank you for calling PSG. My name is Neil Can I have your first and last name, please?",Customer called inquiring about the $100 gift card promised upon purchasing an iPhone 14. The agent suggested contacting the rewards center to check the status of the gift card and recommended waiting for up to 3 billing cycles for its arrival. Customer was dissatisfied and ended the call abruptly without further resolution.,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Good me graber,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"That is M. Don, right?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Sydney.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Sydney, right?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, um, hi, um said.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Yes.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Um, not happy, but it is what it is.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, how can I'm better way. How are you doing today?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,I'm sorry to hear that.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Hey, I?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Well, the question the question I got is I don't know who I need talk to, but when I purchased a Uh iPhone fourteen.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,I was told that I would get a dollar gift card.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,or an a {voice.creditcard.digitsTranscribed:*******} dollar Uh,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Uh,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"by card or whatever, so I got a {voice.creditcard.digitsTranscribed:*******} dollar Visa card or whatever would be.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Yeah, so?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"and, uh, I'm just wondering why I haven't received it?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"I got that so on said There is a call. Today, it's because you both iPhone {voice.creditcard.digitsTranscribed:********} and they Uh mentioned that there will be a {voice.creditcard.digitsTranscribed:*******} dollar gift card, correct?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Yes.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Oh my God, uh,",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, so don't worry. I understand, um, of course, uh, if I am the customer that is important that is a {voice.creditcard.digitsTranscribed:*** *******} bucks OK, and it is important, since Um, PSG promise. The uh, they will provide you that gift card OK, so I'm gonna help you on that you have the expert on the line and let's go ahead and Pull up your account here. Can you provide me the passcode?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,Do you remember the {voice.creditcard.digitsTranscribed:****} numbers [PIN] number is {voice.creditcard.digitsTranscribed:***} numbers.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Hang on.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Um, you don't remember for the passcode?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,I do not.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Um, like, how about this Let's try {voice.creditcard.digitsTranscribed:***}. Can you remember any {voice.creditcard.digitsTranscribed:****} numbers What do you think?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, let me try that.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Oh, OK. So, that is, that the correct passcode?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,[PIN],,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Um Do you have your phone now, uh, if you want, I can send you a {voice.creditcard.digitsTranscribed:***} time, pin?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Go ahead.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, uh, what is the last {voice.creditcard.digitsTranscribed:****} numbers of your phone.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Nine nine eight #.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, sending the one time, pin now.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,Thank you.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Okay, manage to pull up your account? Here, I Sydney, and upon checking here.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"I notice that are your account is eligible for some, uh, person incentives that you can take advantage of. But Just remind me of this later. Once we deserve your concern, OK?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, stay on the line a lady Pull up your account? I can see two lines, uh, when did you, um purchased this.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Is that the one, uh, connected with the phone number nine nine eight two.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,[TEMPPIN],,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,iPhone fourteen.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Yes.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,OK.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Um, OK. So did you bought this device, uh, last.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"There's a iPhone thirteen the iPhone fourteen, so we're going the iPhone fourteen.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Uh something like that, yeah?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,On June.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"So, um, that was.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"May or June OK, I got you OK? bear with me.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"I am checking now your bill, um, just want to make sure that Um",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,I thought may or June.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"I'll check if the card or the uh, it is added to your account, or they will give you literally a card for this, OK? bear with me.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,They told me they were sending me a card?,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"I will go to the PSG, and office and get them because",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,That is false advertisement.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,They said I would get a card in the mail.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,I'm not happy with the way the guy ended up.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,telling me that.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,Uh OK perfect. Thank you for that information.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,We would cancel my,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Old phone, but I don't have to pay for it.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,And it really cost me a couple of dollars more. A month for my new phone.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"And now, I'm by the past pay {voice.creditcard.digitsTranscribed:*** ******* *** }something dollars a month.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,In a fiber did know that?,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,I just kept my old phone and not got a different phone I don't work ways around to use my old phone.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,And then I find out that I have Inter told my phone.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,And,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Uh,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"that I could get it fixed, but they're see so customer {voice.creditcard.digitsTranscribed:*** ******* ******* ****} dollars.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,If I've been paying insurance on the phone.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Why do I have to up with the of some of money to get my phone fixed.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,Both,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"I mean. It's like, uh, yeah, the the buy a phone.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,Um,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"Um, I understand young that Uh see the OK. OK, uh, especially that Um, the gift card is not yet arrive, or you didn't not yet received so upon checking.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,But they I feel like now. I'm getting screwed over.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"OK, uh, you can, uh, claim your gift cards or reward to PSG reward Center or you can go to the website at PSG dot com forwards last reward center. Let me try to pull up this, OK?",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,So you're You can't tell me why I haven't received it yet.,,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,"I'm actually Um gift card. Usually, it will, uh, take {voice.creditcard.digitsTranscribed:*** ** ***} billing cycle from the phone purchase.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_CUSTOMER,"Alright, whatever. Goodbye.",,,
01J45413F1HZRQDHE2BTSKEDN4,SENDER_AGENT,Uh,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,T and t.,"Customer contacted the agent regarding a payment issue and providing personal information. The agent tried to assist the customer with their payment and account details, provided guidance on checking the email for further instructions, and offered help with the billing cycle. The conversation was ongoing and the issue had not been completely resolved by the end of the chat.",,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"And they, hello.",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Hello.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,Yeah.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,"Yeah, hello.",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,Yeah.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,And,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Yeah.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Thank you.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,could be a,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Payment,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,I want to.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Internet.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,And then that.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,number.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,Yeah.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,Yeah.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,I can.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,account number.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Thank you.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"Okay, so?",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"Okay, my order Internet him and out. I'm gonna be in?",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"Okay, so much.",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Money,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,My order Internet.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Okay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,Come,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Okay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"Yes, exactly?",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Okay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And then.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And that you.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,I'm gonna,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,I'm gonna,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Hang on.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Okay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,That,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Okay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And how?,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,About,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,The,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,need to.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,My,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,"Email now, but",,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,And,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Like,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,to pay.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,don't know.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,To get in?,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Now.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_AGENT,Thank you.,,,
01J3QT9YCMSE5E5GAG149X42S8,SENDER_CUSTOMER,I'm gonna,,,
